pago_id,monto,fecha,id_usuario,id_proveedor,id_videojuego
5711,30150,2020-06-04 00:00:00,139,1,73
4652,30150,2021-07-06 00:00:00,142,1,73
5906,30150,2021-09-28 00:00:00,69,1,73
4153,30150,2021-02-06 00:00:00,54,1,73
5521,30150,2020-03-26 00:00:00,38,1,73
4791,30150,2020-09-29 00:00:00,150,1,73
3929,26800,2020-10-18 00:00:00,99,2,73
5659,26800,2020-05-08 00:00:00,86,2,73
3643,26800,2020-10-06 00:00:00,9,2,73
5840,26800,2021-06-20 00:00:00,45,2,73
4622,26800,2020-11-29 00:00:00,120,2,73
4377,26800,2020-04-26 00:00:00,23,2,73
5928,26800,2020-02-27 00:00:00,46,2,73
4417,26800,2020-08-04 00:00:00,110,2,73
6358,23450,2020-06-17 00:00:00,100,3,73
6097,23450,2020-06-02 00:00:00,78,3,73
3687,23450,2020-04-19 00:00:00,97,3,73
6231,23450,2020-01-03 00:00:00,135,3,73
5950,23450,2020-05-19 00:00:00,44,3,73
5402,23450,2020-03-23 00:00:00,84,3,73
3611,23450,2020-10-14 00:00:00,115,3,73
4029,23450,2020-09-11 00:00:00,89,3,73
4495,23450,2020-12-05 00:00:00,74,3,73
5496,33500,2021-08-15 00:00:00,91,4,73
6149,33500,2021-07-13 00:00:00,129,4,73
4089,33500,2020-06-18 00:00:00,137,4,73
3806,33500,2020-11-11 00:00:00,107,4,73
4458,33500,2021-08-01 00:00:00,11,4,73
6116,33500,2021-11-20 00:00:00,140,4,73
5787,33500,2020-01-29 00:00:00,10,4,73
4551,33500,2020-08-29 00:00:00,117,4,73
5764,33500,2020-11-11 00:00:00,80,4,73
6173,30150,2020-11-28 00:00:00,130,5,73
6314,30150,2021-08-30 00:00:00,76,5,73
5615,30150,2020-02-16 00:00:00,134,5,73
6250,30150,2020-03-19 00:00:00,95,5,73
4902,30150,2021-10-13 00:00:00,47,5,73
4041,30150,2021-03-03 00:00:00,96,5,73
5210,30150,2020-07-10 00:00:00,123,5,73
5772,52195,2021-12-07 00:00:00,10,1,75
5911,52195,2020-07-03 00:00:00,69,1,75
4012,47450,2021-11-03 00:00:00,89,1,75
4163,52195,2020-02-10 00:00:00,112,1,75
3488,47450,2020-02-04 00:00:00,102,1,75
6201,52195,2021-01-21 00:00:00,135,1,75
5707,52195,2021-02-21 00:00:00,139,1,75
5856,47450,2020-02-19 00:00:00,45,1,75
4482,47450,2020-08-15 00:00:00,11,1,75
4876,52195,2020-02-06 00:00:00,103,1,75
3521,47450,2020-09-08 00:00:00,22,1,75
5938,52195,2021-02-25 00:00:00,46,1,75
4151,47450,2021-01-10 00:00:00,54,1,75
3959,25550,2021-03-25 00:00:00,125,3,75
4563,28105,2020-08-24 00:00:00,117,3,75
4301,25550,2020-04-07 00:00:00,105,3,75
4804,25550,2020-05-12 00:00:00,150,3,75
5089,25550,2020-08-18 00:00:00,82,3,75
4497,25550,2020-12-14 00:00:00,74,3,75
6070,28105,2020-10-19 00:00:00,113,3,75
3945,25550,2020-04-08 00:00:00,99,3,75
5454,40150,2021-02-06 00:00:00,136,4,75
3808,40150,2020-03-20 00:00:00,107,4,75
5126,40150,2020-06-19 00:00:00,28,4,75
4390,36500,2020-12-27 00:00:00,23,4,75
5348,40150,2021-07-14 00:00:00,13,4,75
6287,36500,2020-02-09 00:00:00,94,4,75
5674,40150,2021-05-07 00:00:00,12,4,75
5360,40150,2020-02-07 00:00:00,92,4,75
6150,40150,2020-09-10 00:00:00,129,4,75
5239,48180,2020-09-24 00:00:00,88,5,75
4231,43800,2020-11-02 00:00:00,143,5,75
5755,48180,2020-06-11 00:00:00,80,5,75
5017,43800,2020-05-08 00:00:00,121,5,75
6115,48180,2020-09-08 00:00:00,140,5,75
4964,43800,2021-06-05 00:00:00,111,5,75
5318,43800,2021-05-13 00:00:00,32,5,75
6171,43800,2020-01-04 00:00:00,130,5,75
6299,30195,2021-09-07 00:00:00,94,1,109
3527,27450,2021-07-21 00:00:00,22,1,109
4912,30195,2020-07-01 00:00:00,47,1,109
5164,27450,2021-05-04 00:00:00,28,1,109
3561,30195,2021-09-13 00:00:00,145,1,109
3910,30195,2021-12-02 00:00:00,127,1,109
6132,30195,2020-07-30 00:00:00,129,1,109
5282,30195,2021-10-22 00:00:00,149,1,109
4874,30195,2021-10-16 00:00:00,103,1,109
6086,30500,2021-03-10 00:00:00,78,4,109
5624,30500,2021-04-01 00:00:00,134,4,109
4463,30500,2020-11-16 00:00:00,11,4,109
4683,33550,2020-04-18 00:00:00,142,4,109
5773,33550,2021-08-31 00:00:00,10,4,109
5035,30500,2020-07-02 00:00:00,121,4,109
4552,33550,2021-08-04 00:00:00,117,4,109
3740,30500,2020-09-17 00:00:00,108,4,109
5533,30500,2021-06-28 00:00:00,38,4,109
4283,33550,2020-09-05 23:00:00,79,4,109
4192,30500,2021-07-04 00:00:00,93,4,109
5992,30500,2020-12-12 00:00:00,98,4,109
6243,33550,2021-09-23 00:00:00,95,5,109
4580,33550,2020-09-11 00:00:00,126,5,109
3682,33550,2021-08-02 00:00:00,109,5,109
5314,30500,2020-11-18 00:00:00,32,5,109
5368,41200,2020-06-26 00:00:00,35,1,113
6265,41200,2020-11-24 00:00:00,95,1,113
3489,41200,2021-03-13 00:00:00,102,1,113
6307,41200,2021-02-02 00:00:00,94,1,113
4015,41200,2021-08-03 00:00:00,89,1,113
3579,41200,2020-02-27 00:00:00,104,1,113
3753,41200,2020-12-01 00:00:00,108,1,113
6019,41200,2020-12-09 00:00:00,138,1,113
4796,41200,2020-07-04 00:00:00,150,1,113
4481,41200,2021-11-18 00:00:00,11,1,113
5246,41200,2021-05-24 00:00:00,88,1,113
3952,66950,2021-07-23 00:00:00,125,3,113
5424,66950,2020-07-26 00:00:00,136,3,113
5875,66950,2020-10-28 00:00:00,45,3,113
5401,66950,2021-05-20 00:00:00,84,3,113
4737,66950,2020-11-29 00:00:00,124,3,113
6224,66950,2021-12-11 00:00:00,135,3,113
6354,66950,2021-05-02 00:00:00,100,3,113
5133,51500,2020-02-17 00:00:00,28,4,113
5034,51500,2020-08-11 00:00:00,121,4,113
4130,51500,2021-01-29 00:00:00,54,4,113
5986,51500,2021-03-10 00:00:00,98,4,113
6091,51500,2020-12-21 00:00:00,78,4,113
5531,51500,2021-07-31 00:00:00,38,4,113
3771,41200,2020-09-03 00:00:00,116,5,113
5202,41200,2021-10-16 00:00:00,123,5,113
3935,41200,2020-04-14 00:00:00,99,5,113
4656,39000,2021-12-05 00:00:00,142,1,116
6197,39000,2020-01-24 00:00:00,135,1,116
3496,39000,2021-12-05 00:00:00,102,1,116
4862,39000,2021-09-13 00:00:00,141,1,116
3528,39000,2021-03-05 00:00:00,22,1,116
4915,39000,2020-12-24 00:00:00,47,1,116
3903,39000,2020-09-05 00:00:00,127,1,116
5443,39000,2020-03-29 00:00:00,136,1,116
4991,50700,2020-04-29 00:00:00,87,5,116
4309,50700,2020-05-17 00:00:00,105,5,116
5611,50700,2021-11-24 00:00:00,134,5,116
4333,50700,2021-06-08 00:00:00,148,5,116
6312,50700,2021-04-16 00:00:00,76,5,116
3670,50700,2020-09-05 00:00:00,109,5,116
5052,39000,2020-02-06 00:00:00,121,6,116
5091,39000,2021-03-17 00:00:00,83,6,116
5181,39000,2020-09-02 00:00:00,85,6,116
6157,39000,2020-03-06 00:00:00,129,6,116
4211,39000,2021-08-28 00:00:00,93,6,116
3620,39000,2021-07-15 00:00:00,122,6,116
3841,39000,2020-05-22 00:00:00,101,6,116
5739,39000,2020-03-08 00:00:00,80,6,116
5801,39000,2020-09-22 00:00:00,30,6,116
5967,39000,2020-01-22 00:00:00,44,6,116
5587,39000,2021-09-20 00:00:00,36,6,116
3577,39000,2021-09-29 00:00:00,104,6,116
4099,39000,2020-04-19 00:00:00,40,6,116
4536,39000,2021-02-09 00:00:00,117,6,116
3589,39000,2021-06-06 00:00:00,115,6,116
3793,39000,2021-03-07 00:00:00,107,6,116
4330,39000,2021-09-10 00:00:00,41,6,116
3879,39000,2020-12-16 00:00:00,146,6,116
5492,39000,2020-10-24 00:00:00,91,6,116
5915,39000,2021-02-22 00:00:00,144,6,116
4521,39000,2020-11-14 00:00:00,74,6,116
4294,39000,2021-08-19 00:00:00,79,6,116
5296,39000,2020-06-17 00:00:00,149,6,116
5679,39000,2020-09-22 00:00:00,12,6,116
4730,39000,2021-03-23 00:00:00,124,6,116
4717,39000,2020-08-31 00:00:00,133,6,116
4985,39000,2020-12-08 00:00:00,111,6,116
4634,39000,2020-02-28 00:00:00,106,6,116
3970,39000,2020-02-09 00:00:00,125,6,116
4243,39000,2021-06-05 00:00:00,143,6,116
3522,4000,2021-05-10 00:00:00,22,1,121
5449,4000,2021-01-30 00:00:00,136,1,121
3912,4000,2020-10-13 00:00:00,127,1,121
4655,4000,2021-04-18 00:00:00,142,1,121
5339,4000,2020-02-12 00:00:00,13,1,121
5036,4000,2021-02-27 00:00:00,121,1,121
3750,4000,2021-03-31 00:00:00,108,1,121
4149,4000,2021-05-24 00:00:00,54,1,121
4718,4000,2021-07-20 00:00:00,133,1,121
5635,4000,2021-11-15 00:00:00,131,1,121
6049,4000,2020-12-23 00:00:00,113,1,121
3485,4000,2021-10-22 00:00:00,102,1,121
4938,4000,2020-03-27 00:00:00,128,1,121
6200,4000,2020-06-11 00:00:00,135,1,121
4020,4000,2020-10-17 00:00:00,89,1,121
4423,4000,2021-11-26 00:00:00,81,1,121
6278,3630,2020-03-12 00:00:00,132,1,124
5520,3630,2020-02-24 00:00:00,38,1,124
4658,3630,2021-04-13 00:00:00,142,1,124
6263,3630,2021-09-09 00:00:00,95,1,124
5441,3630,2021-06-23 00:00:00,136,1,124
6335,3300,2020-06-15 00:00:00,76,2,124
4383,3300,2021-11-11 00:00:00,23,2,124
5654,3300,2020-06-04 00:00:00,86,2,124
6112,3300,2020-03-18 00:00:00,140,2,124
5096,3300,2021-01-30 00:00:00,83,2,124
3798,3300,2020-11-20 00:00:00,107,2,124
3634,3300,2021-10-04 00:00:00,9,2,124
4121,3300,2020-10-29 00:00:00,54,2,124
4507,3300,2021-11-24 00:00:00,74,2,124
4111,3300,2020-01-07 00:00:00,40,2,124
4264,3300,2020-12-30 00:00:00,79,2,124
5722,3300,2021-09-17 00:00:00,80,2,124
4040,2970,2021-03-23 00:00:00,96,5,124
5604,2970,2021-04-16 00:00:00,134,5,124
3667,2970,2020-03-16 00:00:00,109,5,124
4600,2970,2021-09-14 00:00:00,120,5,124
5866,2970,2021-08-09 00:00:00,45,5,124
4816,2970,2020-09-24 00:00:00,150,5,124
5977,2970,2021-03-01 00:00:00,98,5,124
