,id_usuario,id_videojuego,fecha v,cantidad,veredicto,titulo,texto
36,9,7351,2020-12-11 00:00:00,52.0,,,
37,9,11133,2020-05-20 00:00:00,52.0,,,
38,9,14593,2020-09-22 00:00:00,2.5,,,
39,9,26758,2020-09-12 00:00:00,224.0,positivo,"No me calza el precio con la calidad del juego, debería costar mucho más","Todos hablan del New World pero no tienen ni idea de este juego, ni colas tiene"
40,9,26758,2020-09-26 00:00:00,23.5,,,
41,10,40,2021-01-20 00:00:00,2.5,,,
42,10,73,2020-02-28 00:00:00,4.0,,,
43,10,74,2020-09-20 00:00:00,600.0,positivo,"No me calza el precio con la calidad del juego, debería costar mucho más",No entiendo el motivo por el cual no han sacado una nueva entrega aún
44,10,74,2020-10-04 00:00:00,22.5,,,
45,10,75,2022-01-06 00:00:00,10.0,,,
46,10,109,2021-09-30 00:00:00,10.0,,,
47,10,126,2020-05-19 00:00:00,15.0,,,
48,10,247,2020-09-09 00:00:00,0.0,,,
49,10,379,2020-07-04 00:00:00,80.25,,,
50,10,431,2020-12-15 00:00:00,1.5,,,
51,10,434,2020-02-03 00:00:00,60.0,,,
52,10,472,2020-04-01 00:00:00,2.5,,,
53,10,500,2021-05-25 00:00:00,3.0,,,
54,10,512,2021-06-18 00:00:00,4.75,,,
55,10,537,2021-02-12 00:00:00,75.0,,,
56,10,538,2020-06-04 00:00:00,90.0,,,
57,10,1011,2020-08-13 00:00:00,90.0,,,
58,10,1020,2021-10-14 00:00:00,60.0,,,
59,10,1266,2021-03-30 00:00:00,0.0,,,
60,10,1352,2020-04-28 00:00:00,3.25,,,
61,10,1372,2020-10-10 00:00:00,4.75,,,
62,10,1802,2021-01-28 00:00:00,2.75,,,
63,10,1970,2021-01-06 00:00:00,16.0,,,
64,10,2993,2021-09-15 00:00:00,0.5,,,
65,10,5503,2020-10-26 00:00:00,1.5,,,
66,10,8173,2020-10-12 00:00:00,2.75,,,
67,10,11156,2020-08-12 00:00:00,75.0,,,
68,10,12517,2021-03-30 00:00:00,48.0,,,
69,10,19560,2020-06-24 00:00:00,5.0,,,
70,11,15,2020-05-24 00:00:00,0.0,,,
71,11,16,2021-02-07 00:00:00,0.0,,,
72,11,21,2020-12-30 00:00:00,52.0,,,
73,11,40,2021-04-21 00:00:00,4.75,,,
74,11,59,2020-10-27 00:00:00,0.25,,,
75,11,71,2020-10-12 00:00:00,2.25,,,
76,11,72,2021-06-06 00:00:00,1.5,,,
77,11,73,2021-08-31 00:00:00,1.25,,,
78,11,75,2020-09-14 00:00:00,3.5,,,
79,11,109,2020-12-16 00:00:00,48.0,,,
80,11,113,2021-12-18 00:00:00,3.5,,,
81,11,128,2020-06-14 00:00:00,80.25,,,
82,11,239,2021-04-03 00:00:00,44.0,,,
83,11,327,2020-04-16 00:00:00,0.25,,,
84,11,427,2021-11-23 00:00:00,2.75,,,
85,11,478,2020-07-18 00:00:00,24.0,,,
86,11,529,2021-06-07 00:00:00,90.0,,,
87,11,533,2021-05-19 00:00:00,1.0,,,
88,11,545,2021-01-04 00:00:00,1.25,,,
89,11,622,2020-02-24 00:00:00,1.5,,,
90,11,623,2022-01-09 00:00:00,1.0,,,
91,11,673,2020-06-16 00:00:00,0.0,,,
92,11,730,2021-04-29 00:00:00,4.5,,,
93,11,960,2021-07-20 00:00:00,1.5,,,
94,11,1011,2021-08-16 00:00:00,0.0,,,
95,11,1020,2020-02-10 00:00:00,52.0,,,
96,11,1121,2021-11-19 00:00:00,90.0,,,
97,11,1266,2021-02-02 00:00:00,0.0,,,
98,11,1802,2020-05-29 00:00:00,5.0,,,
99,11,1871,2020-02-23 00:00:00,3.5,,,
100,11,1942,2021-04-04 00:00:00,1.0,,,
101,11,1970,2021-06-27 00:00:00,24.0,,,
102,11,1985,2021-01-01 00:00:00,75.0,,,
103,11,2155,2020-10-08 00:00:00,1.25,,,
104,11,2993,2020-07-05 00:00:00,16.0,,,
105,11,6801,2021-12-23 00:00:00,3.5,,,
106,11,7323,2022-01-08 00:00:00,52.0,,,
107,11,7331,2021-04-08 00:00:00,0.25,,,
108,11,7599,2020-06-04 00:00:00,2.5,,,
109,11,8173,2021-12-18 00:00:00,2.5,,,
110,11,11133,2021-04-05 00:00:00,1.5,,,
111,11,11198,2020-09-24 00:00:00,0.0,,,
112,11,11208,2020-05-17 00:00:00,121.0,negativo,Em... tenía final el juego?,Más malo que la pizza helada
113,11,11208,2020-05-31 00:00:00,44.5,,,
114,11,12517,2020-02-04 00:00:00,3.75,,,
115,11,19560,2021-09-13 00:00:00,0.5,,,
116,12,74,2020-05-18 00:00:00,431.0,positivo,Me encantaría saber si tiene una secuela,"Me encantó, nada más que decir"
117,12,74,2020-06-01 00:00:00,41.0,,,
118,12,75,2021-06-06 00:00:00,3.0,,,
119,12,116,2020-10-22 00:00:00,0.25,,,
120,12,231,2020-05-15 00:00:00,32.0,,,
121,12,247,2020-02-27 00:00:00,80.25,,,
122,12,358,2020-11-20 00:00:00,2.5,,,
123,12,379,2020-10-23 00:00:00,2.0,,,
124,12,427,2020-09-23 00:00:00,52.0,,,
125,12,434,2021-06-21 00:00:00,2.0,,,
126,12,472,2020-09-09 00:00:00,100.0,,,
127,12,673,2021-06-05 00:00:00,90.0,,,
128,12,974,2021-07-22 00:00:00,1.25,,,
129,12,979,2021-12-06 00:00:00,1.75,,,
130,12,1026,2021-06-21 00:00:00,2.5,,,
131,12,1262,2020-09-18 00:00:00,5.0,,,
132,12,1331,2020-07-07 00:00:00,1.0,,,
133,12,1352,2021-11-16 00:00:00,3.75,,,
134,12,1802,2021-03-01 00:00:00,2.75,,,
135,12,1871,2020-11-22 00:00:00,3.0,,,
136,12,1887,2020-07-13 00:00:00,1.5,,,
137,12,1942,2020-12-02 00:00:00,1.0,,,
138,12,2993,2020-11-11 00:00:00,75.0,,,
139,12,7331,2021-02-28 00:00:00,1.5,,,
140,12,7342,2021-08-23 00:00:00,60.0,,,
141,12,7344,2021-11-24 00:00:00,2.75,,,
142,12,7346,2020-04-27 00:00:00,5.0,,,
143,12,8173,2020-06-05 00:00:00,90.0,,,
144,12,11198,2021-01-01 00:00:00,48.0,,,
145,12,12517,2021-01-28 00:00:00,75.0,,,
146,12,14593,2020-08-28 00:00:00,0.25,,,
147,12,19565,2020-07-08 00:00:00,2.75,,,
148,12,26758,2020-05-16 00:00:00,8.5,,,
149,13,75,2021-08-13 00:00:00,2.75,,,
150,13,121,2020-03-13 00:00:00,90.0,,,
151,13,231,2020-04-26 00:00:00,10.0,,,
152,13,343,2020-10-08 00:00:00,2.25,,,
153,13,379,2021-03-15 00:00:00,4.5,,,
154,13,493,2021-08-03 00:00:00,0.5,,,
155,13,500,2020-07-04 00:00:00,4.75,,,
156,13,529,2020-02-23 00:00:00,1.0,,,
157,13,673,2021-09-22 00:00:00,4.75,,,
158,13,1009,2021-03-24 00:00:00,0.0,,,
159,13,1942,2021-05-13 00:00:00,4.25,,,
160,13,1985,2020-08-31 00:00:00,1.5,,,
161,13,8173,2021-05-28 00:00:00,1.75,,,
162,13,11198,2021-02-09 00:00:00,3.75,,,
164,19,16,2021-05-07 00:00:00,2.75,,,
165,19,427,2020-04-18 00:00:00,3.0,,,
166,19,498,2021-04-30 00:00:00,26.5,,,
167,19,501,2020-11-22 00:00:00,3.25,,,
168,19,673,2020-09-03 00:00:00,2.75,,,
169,19,974,2021-05-16 00:00:00,1.0,,,
170,19,1029,2020-07-12 00:00:00,4.0,,,
171,19,1121,2021-06-16 00:00:00,3.5,,,
172,19,1262,2020-08-14 00:00:00,90.0,,,
173,19,1331,2021-11-07 00:00:00,2.0,,,
174,19,1384,2021-08-02 00:00:00,38.0,,,
175,19,1802,2020-05-15 00:00:00,1.75,,,
176,19,1871,2021-09-24 00:00:00,10.0,,,
177,19,1942,2021-11-18 00:00:00,2.5,,,
178,19,7342,2021-06-28 00:00:00,32.0,,,
179,19,7346,2020-06-14 00:00:00,5.0,,,
180,19,8173,2021-05-11 00:00:00,4.75,,,
181,19,9730,2021-05-01 00:00:00,27.0,,,
182,19,14593,2021-11-12 00:00:00,60.0,,,
184,22,16,2020-06-13 00:00:00,1.0,,,
185,22,21,2021-07-05 00:00:00,1.25,,,
186,22,37,2021-01-26 00:00:00,75.0,,,
187,22,39,2021-10-03 00:00:00,1.0,,,
188,22,40,2020-11-11 00:00:00,3.75,,,
189,22,72,2020-05-25 00:00:00,4.25,,,
190,22,73,2021-01-21 00:00:00,10.0,,,
191,22,75,2020-10-08 00:00:00,2.0,,,
192,22,109,2021-08-20 00:00:00,1.25,,,
193,22,116,2021-04-04 00:00:00,2.75,,,
194,22,121,2021-06-09 00:00:00,90.0,,,
195,22,434,2021-01-06 00:00:00,90.0,,,
196,22,472,2020-02-11 00:00:00,16.0,,,
197,22,500,2020-03-18 00:00:00,1.5,,,
198,22,501,2020-03-17 00:00:00,32.0,,,
199,22,673,2021-01-06 00:00:00,3.25,,,
200,22,733,2020-03-08 00:00:00,0.0,,,
201,22,960,2021-11-14 00:00:00,4.25,,,
202,22,1121,2021-04-25 00:00:00,3.5,,,
203,22,1262,2021-02-14 00:00:00,0.0,,,
204,22,1384,2021-07-12 00:00:00,484.0,positivo,"No me calza el precio con la calidad del juego, debería costar mucho más",Me recuerda cuando era joven
205,22,1384,2021-07-26 00:00:00,12.5,,,
206,22,1887,2020-06-23 00:00:00,3.25,,,
207,22,1970,2021-10-27 00:00:00,4.25,,,
208,22,2031,2020-05-09 00:00:00,293.0,negativo,"Podré ser feo, pero definitivamente soy mejor que este juego... ok no","Me entraron a robar a la casa, luego los ladrones me vinieron personalmente a dejar el videojuego devuelta"
209,22,2031,2020-05-23 00:00:00,36.5,,,
210,22,6801,2021-06-09 00:00:00,4.5,,,
211,22,7351,2020-05-22 00:00:00,3.5,,,
212,22,8173,2021-05-18 00:00:00,0.25,,,
213,22,9730,2020-09-29 00:00:00,713.0,positivo,El mejor Juego del Mundo,Ahhhh... un manjarsh
214,22,9730,2020-10-13 00:00:00,22.0,,,
215,23,39,2020-12-04 00:00:00,3.5,,,
216,23,43,2020-10-16 00:00:00,0.25,,,
217,23,72,2021-01-26 00:00:00,3.75,,,
218,23,73,2020-05-26 00:00:00,3.5,,,
219,23,75,2021-01-26 00:00:00,4.0,,,
220,23,124,2021-12-11 00:00:00,3.25,,,
221,23,132,2021-04-20 00:00:00,4.75,,,
222,23,247,2021-05-06 00:00:00,1.0,,,
223,23,327,2021-09-21 00:00:00,0.0,,,
224,23,358,2020-08-06 00:00:00,2.25,,,
225,23,375,2020-11-09 00:00:00,234.0,positivo,Nisiquiera la mejor de las odas podría describir este juego,No entiendo el motivo por el cual no han sacado una nueva entrega aún
226,23,375,2020-11-23 00:00:00,3.5,,,
227,23,379,2021-12-15 00:00:00,0.25,,,
228,23,431,2020-10-11 00:00:00,52.0,,,
229,23,472,2020-07-14 00:00:00,4.25,,,
230,23,478,2020-12-12 00:00:00,2.0,,,
231,23,500,2020-02-28 00:00:00,4.25,,,
232,23,501,2020-03-27 00:00:00,2.25,,,
233,23,533,2020-11-04 00:00:00,3.75,,,
234,23,537,2021-06-14 00:00:00,1.0,,,
235,23,559,2020-08-24 00:00:00,52.0,,,
236,23,730,2021-04-13 00:00:00,48.0,,,
237,23,960,2021-02-13 00:00:00,52.0,,,
238,23,974,2020-08-16 00:00:00,1.75,,,
239,23,1011,2020-08-25 00:00:00,2.75,,,
240,23,1020,2021-04-01 00:00:00,1.25,,,
241,23,1262,2020-08-30 00:00:00,2.0,,,
242,23,1266,2021-01-04 00:00:00,4.75,,,
243,23,1372,2020-10-14 00:00:00,100.0,,,
244,23,1802,2021-01-18 00:00:00,1.75,,,
245,23,1887,2020-05-06 00:00:00,52.0,,,
246,23,1942,2020-08-31 00:00:00,0.75,,,
247,23,2993,2021-10-22 00:00:00,24.0,,,
248,23,6036,2020-06-01 00:00:00,184.0,negativo,"No es malo, no, es malísimo",Peor que mis laboratorios con margen de error del 1000%
249,23,6036,2020-06-15 00:00:00,11.5,,,
250,23,7342,2020-10-15 00:00:00,52.0,,,
251,23,7344,2021-02-26 00:00:00,1.25,,,
252,23,11156,2021-06-27 00:00:00,3.5,,,
253,23,11198,2021-08-12 00:00:00,16.0,,,
254,23,12517,2021-04-10 00:00:00,75.0,,,
255,23,19560,2020-11-13 00:00:00,90.0,,,
256,23,19565,2020-11-09 00:00:00,32.0,,,
257,23,25076,2021-11-21 00:00:00,4.25,,,
258,27,127,2021-06-23 00:00:00,4.0,,,
259,27,247,2021-06-26 00:00:00,3.75,,,
260,27,343,2021-04-04 00:00:00,32.0,,,
261,27,427,2020-09-04 00:00:00,1.0,,,
262,27,493,2021-10-01 00:00:00,508.0,positivo,Vine buscando cobre y encontré oro,No entiendo el motivo por el cual no han sacado una nueva entrega aún
263,27,493,2021-10-15 00:00:00,13.0,,,
264,27,501,2020-09-15 00:00:00,1.5,,,
265,27,537,2020-02-29 00:00:00,75.0,,,
266,27,559,2020-09-03 00:00:00,3.5,,,
267,27,730,2020-07-06 00:00:00,16.0,,,
268,27,1020,2020-07-13 00:00:00,3.75,,,
269,27,1352,2020-05-04 00:00:00,2.0,,,
270,27,1871,2020-02-01 00:00:00,0.5,,,
271,27,1887,2021-12-11 00:00:00,10.0,,,
272,27,7351,2021-02-14 00:00:00,0.25,,,
273,27,9730,2020-09-19 00:00:00,43.0,,,
274,28,16,2021-08-28 00:00:00,52.0,,,
275,28,20,2020-06-11 00:00:00,41.0,,,
276,28,21,2021-02-12 00:00:00,52.0,,,
277,28,37,2021-03-17 00:00:00,2.5,,,
278,28,40,2020-10-30 00:00:00,32.0,,,
279,28,43,2020-02-21 00:00:00,4.5,,,
280,28,59,2021-02-20 00:00:00,1.0,,,
281,28,75,2020-07-19 00:00:00,0.0,,,
282,28,109,2021-06-03 00:00:00,52.0,,,
283,28,113,2020-03-18 00:00:00,2.5,,,
284,28,127,2020-02-13 00:00:00,3.0,,,
285,28,230,2021-11-10 00:00:00,12.0,,,
286,28,233,2020-02-09 00:00:00,2.75,,,
287,28,358,2021-08-12 00:00:00,3.5,,,
288,28,427,2020-06-09 00:00:00,0.0,,,
289,28,434,2021-09-04 00:00:00,3.75,,,
290,28,472,2020-11-24 00:00:00,3.25,,,
291,28,478,2021-05-26 00:00:00,90.0,,,
292,28,493,2021-03-28 00:00:00,15.5,,,
293,28,501,2020-02-20 00:00:00,1.75,,,
294,28,529,2020-09-14 00:00:00,1.0,,,
295,28,533,2020-11-11 00:00:00,0.0,,,
296,28,537,2021-06-02 00:00:00,0.0,,,
297,28,538,2020-07-03 00:00:00,3.75,,,
298,28,545,2020-12-20 00:00:00,10.0,,,
299,28,559,2021-06-19 00:00:00,1.5,,,
300,28,623,2021-05-09 00:00:00,1.0,,,
301,28,673,2021-03-08 00:00:00,0.25,,,
302,28,733,2021-12-09 00:00:00,0.25,,,
303,28,974,2021-07-23 00:00:00,32.0,,,
304,28,979,2020-10-11 00:00:00,4.5,,,
305,28,1011,2021-06-28 00:00:00,2.0,,,
306,28,1026,2021-06-30 00:00:00,3.5,,,
307,28,1029,2021-04-08 00:00:00,0.5,,,
308,28,1074,2021-07-05 00:00:00,47.0,,,
309,28,1164,2021-12-03 00:00:00,3.75,,,
310,28,1262,2020-07-11 00:00:00,0.0,,,
311,28,1266,2020-10-16 00:00:00,16.0,,,
312,28,1331,2021-12-19 00:00:00,2.0,,,
313,28,1802,2020-08-17 00:00:00,0.25,,,
314,28,1871,2021-03-15 00:00:00,1.5,,,
315,28,1942,2020-12-02 00:00:00,5.0,,,
316,28,2993,2021-12-07 00:00:00,48.0,,,
317,28,3025,2021-04-28 00:00:00,0.0,,,
318,28,6801,2021-08-04 00:00:00,3.75,,,
319,28,7334,2021-07-21 00:00:00,3.5,,,
320,28,7342,2021-08-26 00:00:00,2.0,,,
321,28,7344,2021-05-02 00:00:00,3.25,,,
322,28,7351,2020-04-03 00:00:00,24.0,,,
323,28,7599,2021-12-02 00:00:00,0.75,,,
324,28,8173,2021-05-10 00:00:00,2.5,,,
325,28,11198,2020-04-09 00:00:00,1.75,,,
326,28,12517,2020-04-26 00:00:00,3.0,,,
327,28,14593,2021-01-14 00:00:00,3.5,,,
328,28,25076,2021-11-29 00:00:00,2.0,,,
330,30,59,2020-04-13 00:00:00,100.0,,,
331,30,72,2020-11-11 00:00:00,48.0,,,
332,30,116,2020-10-22 00:00:00,80.25,,,
333,30,128,2020-02-20 00:00:00,52.0,,,
334,30,427,2020-07-15 00:00:00,32.0,,,
335,30,472,2020-06-06 00:00:00,3.25,,,
336,30,501,2021-04-29 00:00:00,5.0,,,
337,30,545,2020-12-21 00:00:00,90.0,,,
338,30,549,2020-06-08 00:00:00,33.0,,,
339,30,559,2020-04-29 00:00:00,24.0,,,
340,30,730,2020-04-28 00:00:00,48.0,,,
341,30,1164,2021-01-11 00:00:00,2.0,,,
342,30,1262,2021-11-05 00:00:00,1.5,,,
343,30,1372,2020-03-28 00:00:00,48.0,,,
344,30,1942,2021-04-26 00:00:00,24.0,,,
345,30,5503,2020-10-03 00:00:00,4.0,,,
346,30,7331,2021-10-29 00:00:00,1.5,,,
347,30,7342,2020-08-01 00:00:00,75.0,,,
348,30,8173,2020-08-23 00:00:00,4.75,,,
349,30,14593,2020-11-14 00:00:00,5.0,,,
350,30,17000,2021-01-28 00:00:00,12.0,,,
351,30,19565,2021-05-16 00:00:00,90.0,,,
353,32,16,2020-10-19 00:00:00,0.25,,,
354,32,72,2021-01-01 00:00:00,0.25,,,
355,32,75,2021-06-12 00:00:00,2.25,,,
356,32,109,2020-12-18 00:00:00,100.0,,,
357,32,126,2020-11-05 00:00:00,28.5,,,
358,32,231,2021-02-22 00:00:00,3.5,,,
359,32,247,2021-11-04 00:00:00,24.0,,,
360,32,529,2021-07-08 00:00:00,0.75,,,
361,32,533,2020-11-03 00:00:00,5.0,,,
362,32,545,2020-09-22 00:00:00,4.5,,,
363,32,559,2020-10-28 00:00:00,24.0,,,
364,32,622,2020-11-05 00:00:00,75.0,,,
365,32,623,2020-12-30 00:00:00,5.0,,,
366,32,730,2021-10-04 00:00:00,32.0,,,
367,32,733,2021-10-21 00:00:00,75.0,,,
368,32,1011,2020-09-10 00:00:00,2.25,,,
369,32,1020,2021-10-31 00:00:00,32.0,,,
370,32,1262,2020-04-26 00:00:00,60.0,,,
371,32,1266,2020-03-21 00:00:00,4.5,,,
372,32,1331,2020-05-05 00:00:00,5.0,,,
373,32,1352,2021-08-12 00:00:00,1.5,,,
374,32,1802,2021-01-16 00:00:00,4.5,,,
375,32,1871,2021-08-25 00:00:00,0.5,,,
376,32,1887,2020-07-02 00:00:00,0.75,,,
377,32,1970,2021-03-23 00:00:00,2.75,,,
378,32,1985,2021-11-30 00:00:00,5.0,,,
379,32,2993,2020-10-04 00:00:00,3.25,,,
380,32,7323,2020-03-01 00:00:00,2.25,,,
381,32,7342,2021-05-21 00:00:00,2.75,,,
382,32,7344,2020-09-04 00:00:00,0.25,,,
383,32,7351,2021-10-01 00:00:00,2.0,,,
384,32,8173,2020-06-08 00:00:00,48.0,,,
385,32,14593,2021-01-30 00:00:00,0.5,,,
387,35,18,2020-11-16 00:00:00,5.0,,,
388,35,76,2021-03-12 00:00:00,21.5,,,
389,35,113,2020-07-26 00:00:00,16.0,,,
390,35,233,2021-06-23 00:00:00,90.0,,,
391,35,358,2020-11-15 00:00:00,32.0,,,
392,35,427,2021-08-03 00:00:00,4.75,,,
393,35,478,2021-02-03 00:00:00,80.25,,,
394,35,501,2021-10-09 00:00:00,16.0,,,
395,35,673,2020-10-26 00:00:00,32.0,,,
396,35,733,2020-06-13 00:00:00,0.0,,,
397,35,974,2021-03-06 00:00:00,0.75,,,
398,35,1011,2020-02-27 00:00:00,1.0,,,
399,35,1020,2020-06-17 00:00:00,2.5,,,
400,35,1026,2021-01-27 00:00:00,1.75,,,
401,35,1029,2021-02-06 00:00:00,0.0,,,
402,35,1074,2020-08-10 00:00:00,20.5,,,
403,35,1164,2021-02-20 00:00:00,2.0,,,
404,35,1262,2020-04-29 00:00:00,10.0,,,
405,35,1331,2020-08-17 00:00:00,0.75,,,
406,35,1802,2021-09-15 00:00:00,80.25,,,
407,35,1871,2020-11-21 00:00:00,1.75,,,
408,35,1887,2020-09-27 00:00:00,5.0,,,
409,35,1942,2020-10-23 00:00:00,1.0,,,
410,35,1985,2021-03-13 00:00:00,0.0,,,
411,35,2155,2020-03-20 00:00:00,5.0,,,
412,35,7342,2020-11-27 00:00:00,52.0,,,
413,35,7344,2020-07-22 00:00:00,4.25,,,
414,35,7346,2021-01-16 00:00:00,4.75,,,
415,35,8173,2021-01-13 00:00:00,100.0,,,
416,35,9630,2020-06-20 00:00:00,7.0,,,
417,35,11198,2021-03-06 00:00:00,0.5,,,
418,35,12517,2022-01-07 00:00:00,3.5,,,
419,35,14593,2021-01-25 00:00:00,2.75,,,
421,36,15,2020-10-31 00:00:00,1.0,,,
422,36,18,2021-06-24 00:00:00,27.0,,,
423,36,20,2020-10-15 00:00:00,12.0,,,
424,36,37,2021-05-15 00:00:00,75.0,,,
425,36,38,2021-11-27 00:00:00,1.5,,,
426,36,39,2021-11-09 00:00:00,1.75,,,
427,36,116,2021-10-20 00:00:00,4.0,,,
428,36,127,2020-09-04 00:00:00,5.0,,,
429,36,247,2021-12-28 00:00:00,80.25,,,
430,36,327,2020-10-29 00:00:00,4.75,,,
431,36,375,2020-06-07 00:00:00,12.5,,,
432,36,427,2020-07-13 00:00:00,2.25,,,
433,36,478,2020-03-01 00:00:00,80.25,,,
434,36,493,2021-05-09 00:00:00,9.5,,,
435,36,500,2021-12-18 00:00:00,0.5,,,
436,36,501,2020-12-23 00:00:00,90.0,,,
437,36,529,2021-04-27 00:00:00,1.25,,,
438,36,545,2021-02-06 00:00:00,32.0,,,
439,36,559,2020-10-06 00:00:00,3.25,,,
440,36,623,2021-02-05 00:00:00,2.0,,,
441,36,730,2020-08-23 00:00:00,24.0,,,
442,36,732,2020-12-14 00:00:00,60.0,,,
443,36,733,2020-05-30 00:00:00,0.0,,,
444,36,974,2020-04-17 00:00:00,0.5,,,
445,36,1011,2021-02-21 00:00:00,75.0,,,
446,36,1026,2020-05-09 00:00:00,1.75,,,
447,36,1070,2021-03-08 00:00:00,33.0,,,
448,36,1266,2020-07-22 00:00:00,3.5,,,
449,36,1331,2021-03-21 00:00:00,4.0,,,
450,36,1384,2021-03-02 00:00:00,45.5,,,
451,36,1942,2020-04-30 00:00:00,3.0,,,
452,36,1970,2021-03-16 00:00:00,2.5,,,
453,36,1985,2021-03-04 00:00:00,1.0,,,
454,36,2155,2021-04-10 00:00:00,0.25,,,
455,36,2207,2020-11-15 00:00:00,1.75,,,
456,36,3025,2021-06-22 00:00:00,2.25,,,
457,36,7323,2021-09-07 00:00:00,2.5,,,
458,36,7342,2020-04-03 00:00:00,75.0,,,
459,36,7344,2021-08-17 00:00:00,2.5,,,
460,36,7346,2021-10-03 00:00:00,1.0,,,
461,36,7599,2020-02-09 00:00:00,4.5,,,
462,36,8173,2020-10-29 00:00:00,0.0,,,
463,36,9630,2021-12-16 00:00:00,1.0,,,
464,36,11198,2021-12-02 00:00:00,60.0,,,
465,36,12517,2021-03-28 00:00:00,48.0,,,
466,36,14593,2020-09-27 00:00:00,24.0,,,
467,36,25076,2021-03-03 00:00:00,4.25,,,
469,38,15,2021-07-28 00:00:00,2.25,,,
470,38,21,2021-09-03 00:00:00,4.25,,,
471,38,37,2020-07-16 00:00:00,2.25,,,
472,38,38,2020-07-22 00:00:00,3.0,,,
473,38,39,2020-09-22 00:00:00,4.5,,,
474,38,40,2020-06-12 00:00:00,4.75,,,
475,38,59,2021-07-14 00:00:00,2.25,,,
476,38,73,2020-04-25 00:00:00,1.0,,,
477,38,74,2020-08-27 00:00:00,678.0,negativo,"Podré ser feo, pero definitivamente soy mejor que este juego... ok no",Nooo el juego
478,38,74,2020-09-10 00:00:00,8.0,,,
479,38,109,2021-07-28 00:00:00,3.5,,,
480,38,113,2021-08-30 00:00:00,0.75,,,
481,38,124,2020-03-25 00:00:00,1.75,,,
482,38,127,2021-09-19 00:00:00,4.75,,,
483,38,231,2021-08-23 00:00:00,4.75,,,
484,38,239,2021-10-20 00:00:00,36.0,,,
485,38,327,2021-05-01 00:00:00,0.0,,,
486,38,343,2020-04-17 00:00:00,1.25,,,
487,38,358,2020-11-28 00:00:00,100.0,,,
488,38,379,2020-06-19 00:00:00,4.0,,,
489,38,427,2021-02-17 00:00:00,80.25,,,
490,38,472,2021-01-05 00:00:00,1.0,,,
491,38,478,2021-03-16 00:00:00,3.75,,,
492,38,500,2021-09-26 00:00:00,0.0,,,
493,38,501,2020-10-29 00:00:00,1.0,,,
494,38,533,2020-10-25 00:00:00,16.0,,,
495,38,538,2020-05-21 00:00:00,90.0,,,
496,38,559,2020-12-30 00:00:00,1.25,,,
497,38,622,2020-10-13 00:00:00,100.0,,,
498,38,673,2020-09-25 00:00:00,4.5,,,
499,38,731,2021-11-26 00:00:00,3.5,,,
500,38,733,2021-08-26 00:00:00,4.5,,,
501,38,960,2020-08-24 00:00:00,60.0,,,
502,38,974,2021-03-04 00:00:00,48.0,,,
503,38,1011,2021-03-09 00:00:00,0.75,,,
504,38,1020,2021-01-08 00:00:00,1.25,,,
505,38,1026,2020-09-13 00:00:00,32.0,,,
506,38,1029,2021-07-25 00:00:00,48.0,,,
507,38,1070,2020-05-23 00:00:00,20.0,,,
508,38,1331,2021-10-23 00:00:00,1.75,,,
509,38,1384,2021-11-29 00:00:00,8.5,,,
