pago_id,monto,fecha,uid,subs_id
6517,6400,2021-02-18,45,13
6506,6400,2021-03-18,45,13
6507,6400,2021-04-18,45,13
6508,6400,2021-05-18,45,13
6509,6400,2021-06-18,45,13
6510,6400,2023-07-18,45,13
6518,6500,2021-05-21,45,14
6519,6500,2021-06-21,45,14
6520,6500,2021-07-21,45,14
6521,6500,2021-08-21,45,14
6522,6500,2021-09-21,45,14
6523,6500,2021-10-21,45,14
6524,6500,2021-11-21,45,14
6525,6500,2023-12-21,45,14
6526,3700,2020-05-05,45,15
6527,3700,2020-06-05,45,15
6528,3700,2020-07-05,45,15
6529,3700,2020-08-05,45,15
6530,3700,2020-09-05,45,15
6531,3700,2020-10-05,45,15
6532,3700,2020-11-05,45,15
6533,3700,2020-12-05,45,15
6534,3700,2023-01-05,45,15
6535,3200,2021-08-30,82,16
6536,3200,2023-09-30,82,16
6541,2800,2020-09-15,82,17
6542,2800,2020-10-15,82,17
6543,2800,2020-11-15,82,17
6544,2800,2020-12-15,82,17
6545,2800,2021-01-15,82,17
6546,2800,2021-02-15,82,17
6547,2800,2021-03-15,82,17
6548,2800,2021-04-15,82,17
6537,2800,2021-05-15,82,17
6549,2800,2021-06-15,82,17
6538,2800,2021-07-15,82,17
6550,2800,2021-08-15,82,17
6539,2800,2021-09-15,82,17
6551,2800,2021-10-15,82,17
6540,2800,2021-11-15,82,17
6552,2800,2023-12-15,82,17
6553,3700,2021-07-02,59,18
6554,3700,2021-08-02,59,18
6555,3700,2021-09-02,59,18
6556,3700,2023-10-02,59,18
6557,2800,2021-10-26,59,19
6558,2800,2021-11-26,59,19
6559,2800,2023-12-26,59,19
6565,3100,2020-08-26,59,20
6566,3100,2020-09-26,59,20
6567,3100,2020-10-26,59,20
6568,3100,2020-11-26,59,20
6569,3100,2020-12-26,59,20
6570,3100,2021-01-26,59,20
6560,3100,2021-02-26,59,20
6561,3100,2021-03-26,59,20
6562,3100,2021-04-26,59,20
6563,3100,2021-05-26,59,20
6564,3100,2023-06-26,59,20
6571,7100,2021-05-25,40,21
6572,7100,2021-06-25,40,21
6573,7100,2021-07-25,40,21
6574,7100,2021-08-25,40,21
6575,7100,2021-09-25,40,21
6576,7100,2021-10-25,40,21
6577,7100,2021-11-25,40,21
6578,7100,2023-12-25,40,21
6579,3100,2021-06-07,40,22
6580,3100,2021-07-07,40,22
6581,3100,2021-08-07,40,22
6582,3100,2021-09-07,40,22
6583,3100,2021-10-07,40,22
6584,3100,2021-11-07,40,22
6585,3100,2023-12-07,40,22
6591,6500,2020-09-29,40,23
6592,6500,2020-10-29,40,23
6593,6500,2020-11-29,40,23
6594,6500,2020-12-29,40,23
6595,6500,2021-01-29,40,23
6596,6500,2021-02-28,40,23
6597,6500,2021-03-28,40,23
6598,6500,2021-04-28,40,23
6599,6500,2021-05-28,40,23
6600,6500,2021-06-28,40,23
6601,6500,2021-07-28,40,23
6590,6500,2021-08-28,40,23
6586,6500,2021-09-28,40,23
6587,6500,2021-10-28,40,23
6588,6500,2021-11-28,40,23
6589,6500,2023-12-28,40,23
6602,3200,2021-05-06,146,24
6603,3200,2021-06-06,146,24
6604,3200,2021-07-06,146,24
6605,3200,2021-08-06,146,24
6606,3200,2021-09-06,146,24
6607,3200,2021-10-06,146,24
6608,3200,2023-11-06,146,24
6610,7000,2020-12-28,146,25
6611,7000,2021-01-28,146,25
6612,7000,2021-02-28,146,25
6613,7000,2021-03-28,146,25
6614,7000,2021-04-28,146,25
6615,7000,2021-05-28,146,25
6616,7000,2021-06-28,146,25
6617,7000,2021-07-28,146,25
6618,7000,2021-08-28,146,25
6619,7000,2021-09-28,146,25
6620,7000,2021-10-28,146,25
6609,7000,2021-11-28,146,25
6621,7000,2023-12-28,146,25
6630,6500,2020-05-22,146,26
6631,6500,2020-06-22,146,26
6632,6500,2020-07-22,146,26
6633,6500,2020-08-22,146,26
6622,6500,2020-09-22,146,26
6634,6500,2020-10-22,146,26
6623,6500,2020-11-22,146,26
6635,6500,2020-12-22,146,26
6624,6500,2021-01-22,146,26
6636,6500,2021-02-22,146,26
6625,6500,2021-03-22,146,26
6637,6500,2021-04-22,146,26
6626,6500,2021-05-22,146,26
6638,6500,2021-06-22,146,26
6627,6500,2021-07-22,146,26
6639,6500,2021-08-22,146,26
6628,6500,2021-09-22,146,26
6640,6500,2021-10-22,146,26
6629,6500,2021-11-22,146,26
6641,6500,2023-12-22,146,26
6642,3100,2021-10-30,9,27
6643,3100,2023-11-30,9,27
6652,4000,2020-05-25,9,28
6653,4000,2020-06-25,9,28
6654,4000,2020-07-25,9,28
6655,4000,2020-08-25,9,28
6644,4000,2020-09-25,9,28
6656,4000,2020-10-25,9,28
6645,4000,2020-11-25,9,28
6657,4000,2020-12-25,9,28
6646,4000,2021-01-25,9,28
6658,4000,2021-02-25,9,28
6647,4000,2021-03-25,9,28
6659,4000,2021-04-25,9,28
6648,4000,2021-05-25,9,28
6660,4000,2021-06-25,9,28
6649,4000,2021-07-25,9,28
6661,4000,2021-08-25,9,28
6650,4000,2021-09-25,9,28
6662,4000,2021-10-25,9,28
6651,4000,2021-11-25,9,28
6663,4000,2023-12-25,9,28
6664,6500,2021-04-17,30,29
6665,6500,2021-05-17,30,29
6666,6500,2021-06-17,30,29
6667,6500,2021-07-17,30,29
6668,6500,2021-08-17,30,29
6669,6500,2021-09-17,30,29
6670,6500,2021-10-17,30,29
6671,6500,2021-11-17,30,29
6672,6500,2023-12-17,30,29
6673,3700,2023-06-06,30,30
6674,6500,2021-09-30,32,31
6675,6500,2021-10-30,32,31
6676,6500,2021-11-30,32,31
6677,6500,2023-12-30,32,31
6678,3700,2021-04-25,32,32
6679,3700,2021-05-25,32,32
6680,3700,2021-06-25,32,32
6681,3700,2021-07-25,32,32
6682,3700,2021-08-25,32,32
6683,3700,2021-09-25,32,32
6684,3700,2021-10-25,32,32
6685,3700,2021-11-25,32,32
6686,3700,2023-12-25,32,32
6688,5000,2020-12-21,32,33
6689,5000,2021-01-21,32,33
6690,5000,2021-02-21,32,33
6691,5000,2021-03-21,32,33
6692,5000,2021-04-21,32,33
6693,5000,2021-05-21,32,33
6694,5000,2021-06-21,32,33
6695,5000,2021-07-21,32,33
6696,5000,2021-08-21,32,33
6697,5000,2021-09-21,32,33
6687,5000,2023-10-21,32,33
6698,3900,2020-08-08,47,34
6699,3900,2020-09-08,47,34
6700,3900,2020-10-08,47,34
6701,3900,2020-11-08,47,34
6702,3900,2020-12-08,47,34
6703,3900,2021-01-08,47,34
6704,3900,2021-02-08,47,34
6705,3900,2021-03-08,47,34
6706,3900,2021-04-08,47,34
6707,3900,2021-05-08,47,34
6708,3900,2021-06-08,47,34
6709,3900,2021-07-08,47,34
6710,3900,2021-08-08,47,34
6711,3900,2021-09-08,47,34
6712,3900,2023-10-08,47,34
6717,7100,2020-09-15,47,35
6718,7100,2020-10-15,47,35
6719,7100,2020-11-15,47,35
6720,7100,2020-12-15,47,35
6721,7100,2021-01-15,47,35
6722,7100,2021-02-15,47,35
6713,7100,2021-03-15,47,35
6714,7100,2021-04-15,47,35
6715,7100,2021-05-15,47,35
6716,7100,2023-06-15,47,35
6723,6400,2020-09-11,62,36
6724,6400,2020-10-11,62,36
6725,6400,2020-11-11,62,36
6726,6400,2020-12-11,62,36
6727,6400,2021-01-11,62,36
6728,6400,2021-02-11,62,36
6729,6400,2021-03-11,62,36
6730,6400,2021-04-11,62,36
6731,6400,2021-05-11,62,36
6732,6400,2021-06-11,62,36
6733,6400,2021-07-11,62,36
6734,6400,2021-08-11,62,36
6735,6400,2021-09-11,62,36
6736,6400,2021-10-11,62,36
6737,6400,2021-11-11,62,36
6738,6400,2023-12-11,62,36
6739,4400,2020-11-09,62,37
6740,4400,2020-12-09,62,37
6741,4400,2021-01-09,62,37
6742,4400,2021-02-09,62,37
6743,4400,2021-03-09,62,37
6744,4400,2021-04-09,62,37
6745,4400,2021-05-09,62,37
6746,4400,2021-06-09,62,37
6747,4400,2021-07-09,62,37
6748,4400,2021-08-09,62,37
6749,4400,2023-09-09,62,37
6750,3900,2021-03-22,62,38
6751,3900,2021-04-22,62,38
6752,3900,2021-05-22,62,38
6753,3900,2021-06-22,62,38
6754,3900,2021-07-22,62,38
6755,3900,2021-08-22,62,38
6756,3900,2021-09-22,62,38
6757,3900,2021-10-22,62,38
6758,3900,2021-11-22,62,38
6759,3900,2023-12-22,62,38
6760,3500,2021-01-05,62,39
6761,3500,2021-02-05,62,39
6762,3500,2021-03-05,62,39
6763,3500,2021-04-05,62,39
6764,3500,2021-05-05,62,39
6765,3500,2021-06-05,62,39
6766,3500,2021-07-05,62,39
6767,3500,2021-08-05,62,39
6768,3500,2023-09-05,62,39
6769,7900,2021-06-17,62,40
6770,7900,2021-07-17,62,40
6771,7900,2021-08-17,62,40
6772,7900,2021-09-17,62,40
6773,7900,2021-10-17,62,40
6774,7900,2023-11-17,62,40
6777,3700,2020-11-13,105,41
6778,3700,2020-12-13,105,41
6779,3700,2021-01-13,105,41
6780,3700,2021-02-13,105,41
6781,3700,2021-03-13,105,41
6782,3700,2021-04-13,105,41
6783,3700,2021-05-13,105,41
6784,3700,2021-06-13,105,41
6785,3700,2021-07-13,105,41
6786,3700,2021-08-13,105,41
6775,3700,2021-09-13,105,41
6787,3700,2021-10-13,105,41
6776,3700,2021-11-13,105,41
6788,3700,2023-12-13,105,41
6797,6500,2020-05-22,105,42
6798,6500,2020-06-22,105,42
6799,6500,2020-07-22,105,42
6800,6500,2020-08-22,105,42
6789,6500,2020-09-22,105,42
6801,6500,2020-10-22,105,42
6790,6500,2020-11-22,105,42
6802,6500,2020-12-22,105,42
6791,6500,2021-01-22,105,42
6803,6500,2021-02-22,105,42
6792,6500,2021-03-22,105,42
6804,6500,2021-04-22,105,42
6793,6500,2021-05-22,105,42
6805,6500,2021-06-22,105,42
6794,6500,2021-07-22,105,42
6806,6500,2021-08-22,105,42
6795,6500,2021-09-22,105,42
6807,6500,2021-10-22,105,42
6796,6500,2021-11-22,105,42
6808,6500,2023-12-22,105,42
6809,3900,2021-02-14,105,43
6810,3900,2021-03-14,105,43
6811,3900,2021-04-14,105,43
6812,3900,2021-05-14,105,43
6813,3900,2021-06-14,105,43
6814,3900,2021-07-14,105,43
6815,3900,2021-08-14,105,43
6816,3900,2021-09-14,105,43
6817,3900,2021-10-14,105,43
6818,3900,2021-11-14,105,43
6819,3900,2023-12-14,105,43
6820,7900,2021-01-05,105,44
6821,7900,2021-02-05,105,44
6822,7900,2021-03-05,105,44
6823,7900,2021-04-05,105,44
6824,7900,2021-05-05,105,44
6825,7900,2021-06-05,105,44
6826,7900,2021-07-05,105,44
6827,7900,2021-08-05,105,44
6828,7900,2021-09-05,105,44
6829,7900,2021-10-05,105,44
6830,7900,2021-11-05,105,44
6831,7900,2023-12-05,105,44
6832,3700,2021-09-11,105,45
6833,3700,2021-10-11,105,45
6834,3700,2021-11-11,105,45
6835,3700,2023-12-11,105,45
6844,2800,2020-06-29,41,46
6845,2800,2020-07-29,41,46
6846,2800,2020-08-29,41,46
6847,2800,2020-09-29,41,46
6848,2800,2020-10-29,41,46
6849,2800,2020-11-29,41,46
6850,2800,2020-12-29,41,46
6851,2800,2021-01-29,41,46
6852,2800,2021-02-28,41,46
6853,2800,2021-03-28,41,46
6854,2800,2021-04-28,41,46
6843,2800,2021-05-28,41,46
6836,2800,2021-06-28,41,46
6837,2800,2021-07-28,41,46
6838,2800,2021-08-28,41,46
6839,2800,2021-09-28,41,46
6840,2800,2021-10-28,41,46
6841,2800,2021-11-28,41,46
6842,2800,2023-12-28,41,46
6855,4000,2021-03-03,41,47
6856,4000,2021-04-03,41,47
6857,4000,2021-05-03,41,47
6858,4000,2021-06-03,41,47
6859,4000,2021-07-03,41,47
6860,4000,2021-08-03,41,47
6861,4000,2021-09-03,41,47
6862,4000,2021-10-03,41,47
6863,4000,2021-11-03,41,47
6864,4000,2023-12-03,41,47
6870,3900,2020-08-28,41,48
6865,3900,2020-09-28,41,48
6866,3900,2020-10-28,41,48
6867,3900,2020-11-28,41,48
6868,3900,2020-12-28,41,48
6869,3900,2023-01-28,41,48
6871,4500,2021-08-11,41,49
6872,4500,2021-09-11,41,49
6873,4500,2021-10-11,41,49
6874,4500,2021-11-11,41,49
6875,4500,2023-12-11,41,49
6876,4000,2021-04-09,41,50
6877,4000,2021-05-09,41,50
6878,4000,2021-06-09,41,50
6879,4000,2021-07-09,41,50
6880,4000,2021-08-09,41,50
6881,4000,2021-09-09,41,50
6882,4000,2021-10-09,41,50
6883,4000,2021-11-09,41,50
6884,4000,2023-12-09,41,50
6885,6500,2020-08-11,41,51
6886,6500,2020-09-11,41,51
6887,6500,2020-10-11,41,51
6888,6500,2020-11-11,41,51
6889,6500,2020-12-11,41,51
6890,6500,2021-01-11,41,51
6891,6500,2021-02-11,41,51
6892,6500,2021-03-11,41,51
6893,6500,2021-04-11,41,51
6894,6500,2021-05-11,41,51
6895,6500,2021-06-11,41,51
6896,6500,2021-07-11,41,51
6897,6500,2021-08-11,41,51
6898,6500,2021-09-11,41,51
6899,6500,2021-10-11,41,51
6900,6500,2021-11-11,41,51
6901,6500,2023-12-11,41,51
6902,3500,2021-05-05,27,52
6903,3500,2021-06-05,27,52
6904,3500,2021-07-05,27,52
6905,3500,2021-08-05,27,52
6906,3500,2021-09-05,27,52
6907,3500,2021-10-05,27,52
6908,3500,2021-11-05,27,52
6909,3500,2023-12-05,27,52
6915,4500,2020-08-24,108,53
6916,4500,2020-09-24,108,53
6917,4500,2020-10-24,108,53
6918,4500,2020-11-24,108,53
6919,4500,2020-12-24,108,53
6920,4500,2021-01-24,108,53
6921,4500,2021-02-24,108,53
6910,4500,2021-03-24,108,53
6922,4500,2021-04-24,108,53
6911,4500,2021-05-24,108,53
6923,4500,2021-06-24,108,53
6912,4500,2021-07-24,108,53
6924,4500,2021-08-24,108,53
6913,4500,2021-09-24,108,53
6925,4500,2021-10-24,108,53
6914,4500,2021-11-24,108,53
6926,4500,2023-12-24,108,53
6927,3700,2021-06-25,108,54
6928,3700,2021-07-25,108,54
6929,3700,2021-08-25,108,54
6930,3700,2021-09-25,108,54
6931,3700,2021-10-25,108,54
6932,3700,2021-11-25,108,54
6933,3700,2023-12-25,108,54
6935,7900,2021-01-30,108,55
6936,7900,2021-02-28,108,55
6937,7900,2021-03-28,108,55
6938,7900,2021-04-28,108,55
6939,7900,2021-05-28,108,55
6940,7900,2021-06-28,108,55
6941,7900,2021-07-28,108,55
6942,7900,2021-08-28,108,55
6943,7900,2021-09-28,108,55
6944,7900,2021-10-28,108,55
6945,7900,2021-11-28,108,55
6934,7900,2023-12-28,108,55
6946,3200,2021-09-18,108,56
6947,3200,2021-10-18,108,56
6948,3200,2021-11-18,108,56
6949,3200,2023-12-18,108,56
6950,6500,2021-03-28,108,57
6951,6500,2021-04-28,108,57
6952,6500,2021-05-28,108,57
6953,6500,2021-06-28,108,57
6954,6500,2021-07-28,108,57
6955,6500,2021-08-28,108,57
6956,6500,2021-09-28,108,57
6957,6500,2021-10-28,108,57
6958,6500,2021-11-28,108,57
6959,6500,2023-12-28,108,57
6960,4000,2021-08-14,108,58
6961,4000,2021-09-14,108,58
6962,4000,2023-10-14,108,58
6969,7900,2020-07-22,60,59
6963,7900,2020-08-22,60,59
6964,7900,2020-09-22,60,59
6965,7900,2020-10-22,60,59
6966,7900,2020-11-22,60,59
6967,7900,2020-12-22,60,59
6968,7900,2023-01-22,60,59
6974,3500,2020-10-29,60,60
6975,3500,2020-11-29,60,60
6976,3500,2020-12-29,60,60
6977,3500,2021-01-29,60,60
6978,3500,2021-02-28,60,60
6979,3500,2021-03-28,60,60
6980,3500,2021-04-28,60,60
6981,3500,2021-05-28,60,60
6973,3500,2021-06-28,60,60
6970,3500,2021-07-28,60,60
6971,3500,2021-08-28,60,60
6972,3500,2023-09-28,60,60
6982,6500,2021-07-12,60,61
6983,6500,2021-08-12,60,61
6984,6500,2023-09-12,60,61
6990,3100,2020-08-17,42,62
6991,3100,2020-09-17,42,62
6992,3100,2020-10-17,42,62
6993,3100,2020-11-17,42,62
6994,3100,2020-12-17,42,62
6985,3100,2021-01-17,42,62
6986,3100,2021-02-17,42,62
6987,3100,2021-03-17,42,62
6988,3100,2021-04-17,42,62
6989,3100,2023-05-17,42,62
6996,2800,2020-12-20,10,63
6997,2800,2021-01-20,10,63
6998,2800,2021-02-20,10,63
6999,2800,2021-03-20,10,63
7000,2800,2021-04-20,10,63
7001,2800,2021-05-20,10,63
7002,2800,2021-06-20,10,63
7003,2800,2021-07-20,10,63
7004,2800,2021-08-20,10,63
7005,2800,2021-09-20,10,63
7006,2800,2021-10-20,10,63
6995,2800,2021-11-20,10,63
7007,2800,2023-12-20,10,63
7010,4000,2020-11-25,10,64
7011,4000,2020-12-25,10,64
7012,4000,2021-01-25,10,64
7013,4000,2021-02-25,10,64
7014,4000,2021-03-25,10,64
7015,4000,2021-04-25,10,64
7016,4000,2021-05-25,10,64
7017,4000,2021-06-25,10,64
7018,4000,2021-07-25,10,64
7019,4000,2021-08-25,10,64
7008,4000,2021-09-25,10,64
7020,4000,2021-10-25,10,64
7009,4000,2021-11-25,10,64
7021,4000,2023-12-25,10,64
7027,5000,2020-08-15,10,65
7028,5000,2020-09-15,10,65
7029,5000,2020-10-15,10,65
7030,5000,2020-11-15,10,65
7031,5000,2020-12-15,10,65
7032,5000,2021-01-15,10,65
7033,5000,2021-02-15,10,65
7022,5000,2021-03-15,10,65
7034,5000,2021-04-15,10,65
7023,5000,2021-05-15,10,65
7035,5000,2021-06-15,10,65
7024,5000,2021-07-15,10,65
7036,5000,2021-08-15,10,65
7025,5000,2021-09-15,10,65
7037,5000,2021-10-15,10,65
7026,5000,2021-11-15,10,65
7038,5000,2023-12-15,10,65
7039,3900,2021-07-30,10,66
7040,3900,2021-08-30,10,66
7041,3900,2021-09-30,10,66
7042,3900,2021-10-30,10,66
7043,3900,2021-11-30,10,66
7044,3900,2023-12-30,10,66
7045,7400,2021-07-18,66,67
7046,7400,2021-08-18,66,67
7047,7400,2021-09-18,66,67
7048,7400,2021-10-18,66,67
7049,7400,2021-11-18,66,67
7050,7400,2023-12-18,66,67
7051,6500,2021-05-12,66,68
7052,6500,2021-06-12,66,68
7053,6500,2021-07-12,66,68
7054,6500,2021-08-12,66,68
7055,6500,2021-09-12,66,68
7056,6500,2021-10-12,66,68
7057,6500,2021-11-12,66,68
7058,6500,2023-12-12,66,68
7067,3100,2020-05-18,66,69
7068,3100,2020-06-18,66,69
7069,3100,2020-07-18,66,69
7070,3100,2020-08-18,66,69
7059,3100,2020-09-18,66,69
7071,3100,2020-10-18,66,69
7060,3100,2020-11-18,66,69
7072,3100,2020-12-18,66,69
7061,3100,2021-01-18,66,69
7073,3100,2021-02-18,66,69
7062,3100,2021-03-18,66,69
7074,3100,2021-04-18,66,69
7063,3100,2021-05-18,66,69
7075,3100,2021-06-18,66,69
7064,3100,2021-07-18,66,69
7076,3100,2021-08-18,66,69
7065,3100,2021-09-18,66,69
7077,3100,2021-10-18,66,69
7066,3100,2021-11-18,66,69
7078,3100,2023-12-18,66,69
7079,6400,2021-09-26,44,70
7080,6400,2021-10-26,44,70
7081,6400,2021-11-26,44,70
7082,6400,2023-12-26,44,70
7083,7000,2021-05-22,44,71
7084,7000,2021-06-22,44,71
7085,7000,2021-07-22,44,71
7086,7000,2021-08-22,44,71
7087,7000,2021-09-22,44,71
7088,7000,2021-10-22,44,71
7089,7000,2021-11-22,44,71
7090,7000,2023-12-22,44,71
7091,7900,2023-12-04,44,72
7092,3100,2021-04-08,44,73
7093,3100,2021-05-08,44,73
7094,3100,2021-06-08,44,73
7095,3100,2021-07-08,44,73
7096,3100,2021-08-08,44,73
7097,3100,2021-09-08,44,73
7098,3100,2021-10-08,44,73
7099,3100,2021-11-08,44,73
7100,3100,2023-12-08,44,73
7101,7400,2021-09-18,44,74
7102,7400,2021-10-18,44,74
7103,7400,2021-11-18,44,74
7104,7400,2023-12-18,44,74
7105,4500,2021-07-16,44,75
7106,4500,2021-08-16,44,75
7107,4500,2021-09-16,44,75
7108,4500,2021-10-16,44,75
7109,4500,2021-11-16,44,75
7110,4500,2023-12-16,44,75
7111,3900,2021-03-23,44,76
7112,3900,2021-04-23,44,76
7113,3900,2021-05-23,44,76
7114,3900,2021-06-23,44,76
7115,3900,2021-07-23,44,76
7116,3900,2021-08-23,44,76
7117,3900,2021-09-23,44,76
7118,3900,2021-10-23,44,76
7119,3900,2021-11-23,44,76
7120,3900,2023-12-23,44,76
7121,3700,2020-06-05,44,77
7122,3700,2020-07-05,44,77
7123,3700,2020-08-05,44,77
7124,3700,2020-09-05,44,77
7125,3700,2020-10-05,44,77
7126,3700,2023-11-05,44,77
7127,3900,2021-03-09,67,78
7128,3900,2021-04-09,67,78
7129,3900,2021-05-09,67,78
7130,3900,2021-06-09,67,78
7131,3900,2021-07-09,67,78
7132,3900,2021-08-09,67,78
7133,3900,2021-09-09,67,78
7134,3900,2021-10-09,67,78
7135,3900,2021-11-09,67,78
7136,3900,2023-12-09,67,78
7139,3700,2020-11-21,67,79
7140,3700,2020-12-21,67,79
7141,3700,2021-01-21,67,79
7142,3700,2021-02-21,67,79
7143,3700,2021-03-21,67,79
7144,3700,2021-04-21,67,79
7145,3700,2021-05-21,67,79
7146,3700,2021-06-21,67,79
7147,3700,2021-07-21,67,79
7148,3700,2021-08-21,67,79
7137,3700,2021-09-21,67,79
7149,3700,2021-10-21,67,79
7138,3700,2021-11-21,67,79
7150,3700,2023-12-21,67,79
7151,7000,2021-08-27,67,80
7152,7000,2021-09-27,67,80
7153,7000,2021-10-27,67,80
7154,7000,2021-11-27,67,80
7155,7000,2023-12-27,67,80
7156,2800,2021-08-26,67,81
7157,2800,2021-09-26,67,81
7158,2800,2021-10-26,67,81
7159,2800,2021-11-26,67,81
7160,2800,2023-12-26,67,81
7167,7000,2020-07-27,133,82
7168,7000,2020-08-27,133,82
7169,7000,2020-09-27,133,82
7170,7000,2020-10-27,133,82
7171,7000,2020-11-27,133,82
7172,7000,2020-12-27,133,82
7161,7000,2021-01-27,133,82
7173,7000,2021-02-27,133,82
7162,7000,2021-03-27,133,82
7163,7000,2021-04-27,133,82
7164,7000,2021-05-27,133,82
7165,7000,2021-06-27,133,82
7166,7000,2023-07-27,133,82
7174,6500,2021-09-20,133,83
7175,6500,2023-10-20,133,83
7176,4000,2021-07-30,133,84
7177,4000,2021-08-30,133,84
7178,4000,2021-09-30,133,84
7179,4000,2021-10-30,133,84
7180,4000,2021-11-30,133,84
7181,4000,2023-12-30,133,84
7187,7100,2020-08-13,133,85
7188,7100,2020-09-13,133,85
7189,7100,2020-10-13,133,85
7190,7100,2020-11-13,133,85
7191,7100,2020-12-13,133,85
7192,7100,2021-01-13,133,85
7193,7100,2021-02-13,133,85
