pago_id,monto,fecha,id_usuario,preorden,id_proveedor,id_videojuego,subs_id
1380,9500,2021-10-12,106,,,,149.0
2865,4000,2020-06-07,30,,,,300.0
6042,33500,2020-04-04,138,False,6.0,1029.0,
5400,15500,2020-05-21,84,False,3.0,1331.0,
4798,38000,2020-04-28,150,False,1.0,622.0,
5933,10800,2020-11-29,46,False,2.0,537.0,
3234,4000,2021-12-06,129,,,,344.0
1269,9500,2020-12-20,74,,,,138.0
1777,3000,2020-09-05,111,,,,190.0
3726,19600,2020-01-24,108,False,2.0,1266.0,
1312,5000,2021-05-26,126,,,,140.0
3494,70200,2021-04-20,102,False,1.0,8173.0,
2292,3000,2021-01-09,136,,,,237.0
6212,71500,2020-04-17,135,False,5.0,478.0,
2232,8500,2020-12-09,35,,,,233.0
2450,6500,2021-09-01,36,,,,256.0
3271,6500,2021-01-01,130,,,,349.0
292,7500,2021-08-20,97,,,,28.0
5496,33500,2021-08-15,91,False,4.0,73.0,
5770,5250,2020-12-21,10,False,1.0,40.0,
4656,39000,2021-05-12,142,False,1.0,116.0,
3210,6500,2020-12-10,129,,,,340.0
4573,32450,2021-02-25,126,False,2.0,59.0,
5972,47000,2021-11-12,44,False,6.0,358.0,
2149,5000,2021-02-20,88,,,,225.0
5780,52800,2020-04-01,10,True,4.0,434.0,
2730,9500,2021-08-11,80,,,,285.0
731,5000,2021-02-18,89,,,,78.0
4501,15950,2020-02-26,74,False,2.0,1802.0,
356,9500,2021-10-01,116,,,,34.0
4125,6000,2021-07-09,54,False,2.0,40.0,
5616,40755,2020-09-20,134,True,3.0,127.0,
3483,13000,2020-08-24,102,False,1.0,732.0,
3362,3500,2020-06-16,135,,,,356.0
1377,4000,2021-12-24,106,,,,148.0
3658,37600,2020-04-09,9,False,3.0,128.0,
436,6500,2021-03-02,101,,,,45.0
4299,35200,2020-02-25,105,False,3.0,7599.0,
4631,22400,2020-09-29,106,False,6.0,1942.0,
2473,9500,2020-08-06,36,,,,259.0
5332,23650,2021-07-13,32,True,3.0,1352.0,
3624,3300,2021-08-29,122,False,6.0,7346.0,
178,5000,2021-01-09,122,,,,18.0
459,9500,2020-09-16,146,,,,47.0
4370,37950,2020-02-26,23,False,2.0,501.0,
1294,6500,2021-07-05,117,,,,139.0
4106,20400,2021-04-22,40,False,2.0,3025.0,
5281,39000,2020-02-28,88,False,4.0,2993.0,
4109,52000,2020-05-22,40,False,2.0,16.0,
1618,6500,2020-09-14,150,,,,174.0
1563,6500,2020-12-08,64,,,,169.0
3321,5000,2021-06-20,130,,,,352.0
5728,41600,2020-05-27,80,False,2.0,1942.0,
4385,8050,2021-03-14,23,False,2.0,730.0,
4351,39000,2021-04-27,148,False,4.0,2993.0,
38,6500,2021-12-11,22,,,,6.0
578,6500,2020-12-30,99,,,,58.0
58,5000,2020-08-08,22,,,,8.0
1307,5000,2020-12-26,126,,,,140.0
2059,6500,2020-10-19,123,,,,218.0
782,5000,2020-09-01,96,,,,83.0
5020,40250,2021-10-10,121,False,5.0,7342.0,
3168,4500,2021-04-10,129,,,,336.0
3549,35200,2020-06-04,145,False,3.0,7599.0,
441,6500,2021-08-02,101,,,,45.0
884,9500,2021-12-09,54,,,,92.0
1875,9500,2021-01-07,83,,,,200.0
696,5000,2021-08-02,77,,,,72.0
3840,49800,2020-08-23,101,False,6.0,7344.0,
1134,3500,2021-01-30,23,,,,125.0
97,5000,2021-03-09,145,,,,10.0
4355,57000,2021-04-15,148,False,4.0,11156.0,
5463,3300,2020-04-02,136,False,6.0,7346.0,
6309,66300,2021-03-19,94,False,1.0,1970.0,
5908,8750,2020-12-14,69,False,1.0,1121.0,
4703,75075,2021-09-19,133,True,5.0,11133.0,
6029,51500,2021-04-23,138,False,4.0,19565.0,
3868,65450,2020-08-23,146,False,5.0,1372.0,
590,5000,2020-07-09,125,,,,60.0
3045,6500,2021-07-18,98,,,,319.0
334,8000,2021-05-27,108,,,,31.0
661,5000,2020-10-30,125,,,,68.0
4104,31150,2020-04-08,40,False,1.0,979.0,
2365,5000,2021-03-08,91,,,,247.0
6063,57750,2020-08-13,113,False,2.0,11133.0,
5576,35000,2021-02-02,36,False,4.0,1985.0,
738,5000,2021-09-18,89,,,,78.0
3497,43120,2020-07-09,102,True,1.0,21.0,
5321,44275,2021-04-21,32,True,5.0,7342.0,
279,7000,2021-09-02,97,,,,26.0
1960,3000,2021-09-27,85,,,,207.0
6299,30195,2021-07-09,94,True,1.0,109.0,
5721,28800,2021-10-08,139,False,3.0,1942.0,
3928,70070,2021-09-02,99,True,2.0,21.0,
5487,18500,2020-07-03,91,False,6.0,1026.0,
192,3000,2020-11-11,122,,,,19.0
3410,5000,2020-11-24,94,,,,361.0
4905,4000,2021-02-01,47,False,2.0,733.0,
6118,28500,2021-07-14,140,False,4.0,127.0,
6338,44200,2020-12-30,76,False,2.0,25076.0,
5101,34200,2020-04-27,83,False,2.0,622.0,
4984,15500,2020-03-12,111,False,3.0,1331.0,
5554,14300,2021-06-28,38,False,5.0,15.0,
4253,13000,2021-08-09,143,False,4.0,15.0,
2197,6500,2021-12-04,32,,,,229.0
5730,66000,2020-05-27,80,False,3.0,545.0,
646,6500,2021-12-15,125,,,,66.0
1716,3000,2020-10-08,128,,,,184.0
1350,3500,2020-12-25,120,,,,146.0
984,5000,2021-10-28,143,,,,108.0
5692,20405,2021-06-05,12,True,6.0,673.0,
5327,41800,2020-06-10,32,False,5.0,622.0,
589,6500,2021-04-03,99,,,,59.0
3492,57200,2020-12-19,102,False,1.0,343.0,
1566,6500,2021-03-08,64,,,,169.0
464,9500,2021-02-16,146,,,,47.0
814,7000,2021-11-21,40,,,,85.0
3358,4500,2020-09-30,135,,,,355.0
5756,33150,2021-04-24,80,False,5.0,3025.0,
715,6500,2020-09-17,89,,,,74.0
2862,5500,2021-09-27,30,,,,299.0
6197,39000,2020-01-24,135,False,1.0,116.0,
2675,4000,2021-09-10,139,,,,280.0
2780,3000,2021-07-28,80,,,,289.0
2017,5000,2021-12-26,123,,,,214.0
4621,60500,2020-09-07,120,True,2.0,529.0,
867,4000,2021-08-26,40,,,,90.0
2091,5000,2021-01-10,118,,,,221.0
472,9500,2021-10-16,146,,,,47.0
3238,5000,2021-10-04,129,,,,345.0
275,7000,2021-05-02,97,,,,26.0
958,5500,2021-11-20,93,,,,104.0
6068,10150,2021-09-18,113,False,2.0,538.0,
5465,8750,2020-03-19,19,False,6.0,427.0,
1258,6500,2021-08-04,74,,,,137.0
5512,46800,2020-03-18,38,False,2.0,343.0,
6133,29750,2021-01-12,129,False,1.0,500.0,
1852,6500,2021-05-05,83,,,,198.0
2570,9500,2021-04-11,131,,,,272.0
3645,41600,2020-04-06,9,False,2.0,1942.0,
3808,40150,2020-03-20,107,True,4.0,75.0,
5126,40150,2020-06-19,28,True,4.0,75.0,
3255,5000,2021-10-14,129,,,,346.0
5449,4000,2021-01-30,136,False,1.0,121.0,
5713,41500,2020-08-20,139,False,4.0,6801.0,
4604,45980,2020-05-29,120,True,5.0,622.0,
4694,40755,2021-05-24,27,True,3.0,127.0,
5331,52000,2020-09-19,32,False,3.0,16.0,
4986,31050,2020-09-09,111,False,6.0,1262.0,
5871,17150,2021-03-16,45,False,5.0,1266.0,
759,7500,2021-05-11,96,,,,81.0
225,3500,2020-11-11,9,,,,21.0
1825,9500,2021-04-17,121,,,,196.0
4042,40250,2020-03-28,96,False,5.0,7342.0,
5343,55500,2021-02-22,13,False,4.0,1009.0,
6097,23450,2020-02-06,78,False,3.0,73.0,
2373,5000,2021-11-08,91,,,,247.0
5943,12500,2021-10-05,46,False,4.0,1121.0,
5800,31050,2020-10-15,30,False,6.0,14593.0,
1878,9500,2021-04-07,83,,,,200.0
1674,7500,2020-11-27,47,,,,180.0
3590,31050,2021-06-12,115,False,6.0,14593.0,
1320,5000,2021-10-09,126,,,,141.0
1184,4000,2021-05-27,110,,,,131.0
5781,59500,2020-10-09,10,False,4.0,1372.0,
2850,5000,2021-03-02,30,,,,298.0
4122,44000,2021-05-06,54,False,2.0,478.0,
2198,8000,2021-08-02,13,,,,230.0
5218,20150,2020-05-20,123,False,6.0,1331.0,
4750,68250,2020-04-27,124,False,5.0,11133.0,
1793,6500,2021-07-06,111,,,,191.0
3637,33550,2020-12-21,9,False,2.0,71.0,
3423,5000,2021-04-28,94,,,,363.0
2211,9500,2021-10-22,92,,,,231.0
2344,6500,2021-05-30,19,,,,244.0
2501,5000,2021-06-04,134,,,,262.0
4316,60000,2021-01-16,105,False,4.0,472.0,
2920,4000,2020-09-26,144,,,,306.0
1631,6500,2021-10-14,150,,,,174.0
5680,3300,2020-03-28,12,False,6.0,7346.0,
2990,3500,2020-07-26,46,,,,311.0
2266,5000,2021-09-19,35,,,,235.0
5032,24500,2021-06-21,121,False,4.0,1266.0,
2051,8000,2021-07-11,123,,,,216.0
5295,20150,2020-08-13,149,False,6.0,1331.0,
1547,5500,2021-03-05,64,,,,168.0
2677,4000,2021-11-10,139,,,,280.0
3017,6500,2021-11-09,44,,,,314.0
5867,9200,2021-09-20,45,False,5.0,730.0,
5199,20000,2021-01-31,90,False,4.0,512.0,
2853,5000,2021-06-02,30,,,,298.0
1912,8000,2021-09-27,28,,,,202.0
2145,5000,2020-10-20,88,,,,225.0
2195,6500,2021-10-04,32,,,,229.0
964,4000,2020-09-23,93,,,,105.0
5350,41500,2020-05-03,92,False,4.0,6801.0,
4919,22750,2021-06-11,47,False,1.0,72.0,
2018,5000,2020-05-17,123,,,,215.0
3852,15500,2020-10-05,146,False,4.0,1331.0,
742,6500,2021-12-14,89,,,,79.0
4517,5250,2020-04-08,74,False,1.0,40.0,
712,5500,2021-12-10,89,,,,73.0
1271,9500,2021-02-20,74,,,,138.0
5310,38500,2020-11-30,32,False,4.0,623.0,
5877,59400,2020-12-06,45,False,3.0,8173.0,
2206,9500,2021-05-22,92,,,,231.0
5220,9200,2021-04-29,118,False,5.0,12517.0,
39,6500,2020-09-28,22,,,,7.0
4679,15500,2021-05-27,142,False,6.0,974.0,
3462,4000,2021-07-24,100,,,,367.0
3904,39200,2020-09-02,127,False,1.0,21.0,
5231,15500,2020-12-31,118,False,6.0,974.0,
4088,24500,2021-02-18,137,False,4.0,1266.0,
3345,7500,2021-02-18,135,,,,354.0
5194,10500,2021-01-20,85,False,4.0,960.0,
779,5500,2021-10-24,96,,,,82.0
386,4000,2020-10-10,107,,,,39.0
3209,6500,2020-11-10,129,,,,340.0
3148,9500,2021-09-06,129,,,,333.0
3320,5000,2021-05-20,130,,,,352.0
1811,7500,2020-11-05,121,,,,195.0
3909,21000,2021-06-27,127,False,1.0,866.0,
2360,5000,2020-10-08,91,,,,247.0
1314,5000,2021-07-26,126,,,,140.0
5776,20000,2021-05-19,10,False,4.0,512.0,
1554,5500,2021-10-05,64,,,,168.0
5150,47000,2021-07-13,28,False,6.0,358.0,
3751,70200,2020-03-27,108,False,1.0,8173.0,
5575,46750,2020-10-16,36,True,4.0,2207.0,
1334,8500,2021-11-07,126,,,,142.0
31,4500,2021-11-07,102,,,,5.0
6304,15500,2021-01-05,94,False,1.0,1331.0,
4707,4000,2020-07-21,133,False,3.0,733.0,
3837,8750,2021-10-06,101,False,6.0,427.0,
5273,33500,2020-01-14,88,False,6.0,1029.0,
2380,4000,2020-09-26,38,,,,250.0
4206,25500,2021-01-16,93,False,4.0,3025.0,
3342,7000,2021-12-08,130,,,,353.0
1449,6500,2021-12-18,27,,,,156.0
3912,4000,2020-10-13,127,False,1.0,121.0,
4991,50700,2020-04-29,87,False,5.0,116.0,
1896,8000,2021-03-10,28,,,,201.0
5772,52195,2021-07-12,10,True,1.0,75.0,
6076,9600,2020-08-27,78,False,6.0,1871.0,
2983,5000,2021-06-19,46,,,,310.0
4339,9600,2020-03-18,148,False,6.0,1871.0,
5745,18500,2021-03-26,80,False,6.0,1026.0,
5333,37950,2020-03-27,32,False,3.0,1262.0,
2748,7000,2021-10-30,80,,,,287.0
4230,61100,2020-08-23,143,False,5.0,128.0,
2346,6500,2021-07-30,19,,,,244.0
4971,4400,2021-04-28,111,True,3.0,733.0,
1303,5000,2020-08-26,126,,,,140.0
4789,13000,2021-10-10,150,False,1.0,732.0,
2521,3000,2020-10-28,134,,,,264.0
805,5000,2021-12-09,137,,,,84.0
2467,5500,2021-09-07,36,,,,258.0
5562,44200,2021-01-02,36,False,2.0,25076.0,
5550,31050,2021-08-31,38,False,6.0,14593.0,
3009,5000,2021-12-10,46,,,,312.0
969,7000,2021-10-13,143,,,,107.0
2135,6500,2021-08-04,88,,,,224.0
3529,22750,2020-04-25,22,False,1.0,72.0,
748,5000,2021-02-24,96,,,,80.0
3705,18000,2020-04-25,97,False,6.0,11198.0,
6248,24300,2021-09-15,95,False,5.0,1887.0,
628,6500,2021-12-19,125,,,,63.0
2653,4000,2021-01-17,12,,,,278.0
2679,4500,2021-04-01,139,,,,281.0
4493,24300,2020-02-01,74,False,3.0,1887.0,
4550,13000,2020-03-31,117,False,4.0,15.0,
5989,26500,2021-03-08,98,False,4.0,673.0,
6048,70200,2020-04-21,113,False,1.0,8173.0,
98,5000,2021-04-09,145,,,,10.0
4697,13500,2020-01-30,27,False,3.0,537.0,
4811,24300,2020-01-12,150,False,3.0,1887.0,
5136,41500,2021-05-07,28,False,4.0,6801.0,
564,5000,2021-08-25,99,,,,54.0
4078,24400,2020-12-14,137,False,1.0,71.0,
3026,5000,2021-09-22,44,,,,316.0
3335,7000,2021-05-08,130,,,,353.0
6341,57750,2021-05-07,100,False,2.0,11133.0,
4655,4000,2021-04-18,142,False,1.0,121.0,
4166,44275,2020-04-01,112,True,5.0,7342.0,
5196,37950,2021-04-01,85,False,2.0,501.0,
3737,13000,2020-05-27,108,False,4.0,15.0,
67,5000,2021-05-08,22,,,,8.0
3741,15500,2021-03-30,108,False,4.0,1331.0,
4643,9100,2020-12-05,106,False,3.0,15.0,
614,5500,2020-11-25,125,,,,61.0
1914,8000,2021-11-27,28,,,,202.0
3715,24150,2020-04-10,97,False,2.0,14593.0,
4814,9750,2020-02-14,150,False,3.0,40.0,
5255,21000,2021-08-07,88,False,1.0,866.0,
3158,8500,2021-04-10,129,,,,334.0
2410,5500,2021-04-22,38,,,,252.0
2943,5500,2020-08-28,144,,,,308.0
2003,3000,2021-11-06,123,,,,213.0
3048,6500,2021-10-18,98,,,,319.0
922,5000,2021-06-08,54,,,,98.0
637,5000,2021-08-27,125,,,,65.0
170,4000,2021-06-16,122,,,,17.0
1849,6500,2021-02-05,83,,,,198.0
2784,3000,2021-11-28,80,,,,289.0
2335,8000,2021-10-15,136,,,,241.0
214,5500,2021-07-21,122,,,,20.0
1533,3000,2021-06-19,64,,,,167.0
2212,9500,2021-11-22,92,,,,231.0
2328,8000,2021-03-15,136,,,,241.0
4997,49500,2020-09-04,87,True,5.0,529.0,
3858,4000,2021-04-14,146,False,2.0,733.0,
6215,25600,2020-02-10,135,False,5.0,1942.0,
2147,5000,2020-12-20,88,,,,225.0
2931,4000,2021-08-26,144,,,,306.0
5382,31050,2020-03-30,35,False,6.0,1262.0,
5461,54000,2021-05-02,136,False,6.0,8173.0,
37,6500,2021-11-11,22,,,,6.0
234,7000,2021-04-11,9,,,,22.0
2050,8000,2021-06-11,123,,,,216.0
925,5000,2021-09-08,54,,,,98.0
5052,39000,2020-06-02,121,False,6.0,116.0,
4944,16335,2020-10-11,128,True,1.0,231.0,
1564,6500,2021-01-08,64,,,,169.0
5920,33500,2021-08-28,144,False,6.0,1029.0,
1442,6500,2021-05-18,27,,,,156.0
425,5500,2021-11-10,107,,,,41.0
2622,6500,2021-10-10,86,,,,276.0
5088,21000,2020-05-05,82,False,3.0,72.0,
723,5000,2021-10-21,89,,,,77.0
3999,40755,2020-12-22,77,True,3.0,127.0,
3056,7500,2021-11-29,98,,,,320.0
5858,18000,2020-12-30,45,False,1.0,37.0,
1059,8500,2021-12-06,105,,,,117.0
5902,15950,2021-04-20,69,False,2.0,1802.0,
5091,39000,2021-03-17,83,False,6.0,116.0,
1379,9500,2021-09-12,106,,,,149.0
3552,31150,2021-07-02,145,False,1.0,979.0,
3000,5000,2021-03-10,46,,,,312.0
4298,29400,2020-09-09,105,False,3.0,1266.0,
3627,24500,2021-04-18,122,False,4.0,1266.0,
3927,12000,2020-08-11,99,False,2.0,38.0,
2172,3000,2021-03-04,149,,,,227.0
5597,18000,2020-04-02,134,False,6.0,11198.0,
2207,9500,2021-06-22,92,,,,231.0
4188,8750,2021-03-21,112,False,6.0,427.0,
2670,4000,2021-04-10,139,,,,280.0
3132,7000,2021-09-13,140,,,,331.0
1997,3000,2021-05-06,123,,,,213.0
3310,5000,2021-12-20,130,,,,351.0
4459,30500,2020-12-09,11,False,4.0,71.0,
418,5500,2021-04-10,107,,,,41.0
5167,38500,2021-09-29,85,False,5.0,623.0,
2615,6500,2021-03-10,86,,,,276.0
1101,5000,2021-05-11,148,,,,122.0
894,4000,2020-08-20,54,,,,97.0
2791,4000,2020-12-19,10,,,,291.0
4969,44550,2020-12-10,111,False,5.0,233.0,
4931,28000,2021-04-24,47,False,4.0,1020.0,
3191,5000,2021-03-16,129,,,,338.0
588,6500,2021-10-28,99,,,,58.0
4629,24500,2020-04-09,106,False,4.0,1266.0,
2496,5000,2021-01-04,134,,,,262.0
5965,18550,2020-05-11,44,False,6.0,673.0,
692,6500,2021-10-30,77,,,,71.0
2112,5000,2020-10-15,118,,,,223.0
3440,7000,2021-02-21,76,,,,366.0
5339,4000,2020-12-02,13,False,1.0,121.0,
5179,47000,2021-06-23,85,False,6.0,358.0,
5349,52000,2020-08-09,13,False,4.0,343.0,
6028,19000,2020-11-07,138,False,4.0,247.0,
2433,8000,2021-10-14,36,,,,254.0
5580,18000,2021-04-15,36,False,4.0,37.0,
357,9500,2021-11-01,116,,,,34.0
3174,4500,2021-10-10,129,,,,336.0
1814,7500,2021-02-05,121,,,,195.0
5803,50600,2020-02-07,30,True,6.0,7342.0,
3266,6500,2020-08-01,130,,,,349.0
5081,9100,2021-06-20,82,False,3.0,15.0,
5012,26500,2021-04-03,87,False,4.0,673.0,
2062,6500,2021-01-19,123,,,,218.0
5153,55000,2021-04-26,28,False,3.0,478.0,
3691,10000,2020-02-02,97,False,3.0,427.0,
1479,5000,2020-10-09,133,,,,159.0
6280,27600,2020-11-22,132,False,1.0,14593.0,
4491,33750,2020-07-29,74,False,3.0,533.0,
2253,5000,2020-08-19,35,,,,235.0
1648,3000,2021-10-05,141,,,,177.0
3434,7000,2020-08-21,76,,,,366.0
2093,5000,2021-03-10,118,,,,221.0
5998,29050,2020-12-05,98,False,2.0,7344.0,
4323,29050,2021-08-20,41,False,3.0,7344.0,
20,5000,2021-08-28,102,,,,3.0
756,5000,2021-10-24,96,,,,80.0
634,7000,2021-12-18,125,,,,64.0
157,3000,2021-05-26,115,,,,15.0
997,8500,2021-04-30,143,,,,110.0
4045,27300,2021-02-10,96,False,5.0,1164.0,
5448,26500,2020-01-05,136,False,1.0,673.0,
3115,8000,2021-02-01,78,,,,330.0
2548,9500,2021-01-30,134,,,,268.0
4549,14500,2021-11-07,117,False,4.0,565.0,
410,5000,2021-07-05,107,,,,40.0
294,7500,2021-10-20,97,,,,28.0
6235,31050,2020-02-28,135,False,6.0,14593.0,
3099,6500,2021-10-29,78,,,,327.0
3175,4500,2021-11-10,129,,,,336.0
1851,6500,2021-04-05,83,,,,198.0
3433,7000,2020-07-21,76,,,,366.0
5538,18000,2021-01-16,38,False,6.0,11198.0,
2498,5000,2021-03-04,134,,,,262.0
2313,6500,2021-07-18,136,,,,239.0
6075,31050,2020-12-09,78,False,6.0,1262.0,
3810,12500,2020-09-09,107,False,4.0,1121.0,
5225,45450,2021-03-10,118,False,3.0,7323.0,
5578,19000,2021-11-28,36,False,4.0,247.0,
3728,10150,2020-07-15,108,False,2.0,538.0,
2640,7000,2021-08-15,12,,,,277.0
1419,4000,2021-02-23,142,,,,154.0
1779,3000,2020-11-05,111,,,,190.0
3003,5000,2021-06-10,46,,,,312.0
1748,4500,2021-09-17,128,,,,186.0
4869,4400,2021-10-14,103,True,3.0,733.0,
6013,12950,2021-02-06,138,False,1.0,1011.0,
3467,4000,2021-12-24,100,,,,367.0
29,7000,2021-12-24,102,,,,4.0
2368,5000,2021-06-08,91,,,,247.0
711,5500,2021-11-10,89,,,,73.0
3214,6500,2021-04-10,129,,,,340.0
2387,4000,2021-04-26,38,,,,250.0
4336,50600,2021-05-27,148,True,6.0,7342.0,
2299,3000,2021-08-09,136,,,,237.0
2219,5000,2021-04-15,35,,,,232.0
1193,5000,2021-05-11,81,,,,132.0
946,5000,2020-09-19,112,,,,102.0
1895,8000,2021-02-10,28,,,,201.0
2779,3000,2021-06-28,80,,,,289.0
5224,21000,2021-02-16,118,False,3.0,72.0,
6060,33550,2020-02-25,113,False,2.0,71.0,
5771,13500,2021-01-13,10,False,1.0,537.0,
1197,5000,2021-09-11,81,,,,132.0
2803,6500,2021-01-18,10,,,,292.0
4866,24300,2021-02-09,141,False,1.0,1887.0,
2778,3000,2021-05-28,80,,,,289.0
3625,18000,2021-11-23,122,False,6.0,11198.0,
4574,10000,2020-08-01,126,False,2.0,732.0,
3541,46500,2020-04-22,22,False,5.0,7351.0,
4115,19600,2021-09-01,54,False,2.0,1266.0,
996,4000,2021-12-14,143,,,,109.0
4978,8050,2020-12-01,111,False,3.0,730.0,
5778,17500,2020-11-15,10,False,4.0,431.0,
4560,52000,2020-08-02,117,False,3.0,343.0,
6167,45000,2021-09-28,130,False,5.0,529.0,
6025,54000,2021-01-11,138,False,4.0,8173.0,
3885,15500,2021-10-16,146,False,6.0,974.0,
2325,8000,2020-12-15,136,,,,241.0
5264,30800,2021-01-29,88,False,2.0,1020.0,
3536,34500,2020-02-16,22,False,1.0,501.0,
2012,5000,2021-07-26,123,,,,214.0
5413,34200,2020-04-17,136,False,5.0,127.0,
962,4000,2020-07-23,93,,,,105.0
424,5500,2021-10-10,107,,,,41.0
4390,36500,2020-12-27,23,False,4.0,75.0,
4006,15950,2021-01-07,89,False,6.0,1802.0,
3136,5000,2021-10-31,129,,,,332.0
4289,25500,2021-11-17,79,False,4.0,3025.0,
5959,50000,2020-02-04,44,False,3.0,529.0,
541,5500,2021-05-21,99,,,,53.0
4614,22400,2020-08-30,120,False,6.0,1942.0,
2974,4500,2021-09-19,46,,,,309.0
1396,8000,2021-08-16,106,,,,150.0
2252,5000,2020-07-19,35,,,,235.0
1764,5500,2021-04-01,111,,,,188.0
5893,55500,2020-10-30,69,False,4.0,1009.0,
3135,7000,2021-12-13,140,,,,331.0
4699,6000,2020-05-20,133,False,2.0,40.0,
340,8000,2021-11-27,108,,,,31.0
3921,31150,2021-07-16,99,False,1.0,979.0,
4167,71500,2021-07-10,112,False,5.0,478.0,
1162,9500,2020-11-20,110,,,,129.0
5346,42500,2020-04-06,13,False,4.0,500.0,
5963,9200,2021-11-19,44,False,6.0,12517.0,
5813,29500,2020-03-14,30,False,4.0,59.0,
3799,33550,2020-02-14,107,False,2.0,71.0,
6278,3630,2020-12-03,132,False,1.0,124.0,
2967,4500,2021-02-19,46,,,,309.0
3735,52800,2020-08-31,108,True,4.0,434.0,
4226,52000,2021-02-23,143,False,3.0,343.0,
1893,8000,2020-12-10,28,,,,201.0
3277,6500,2021-07-01,130,,,,349.0
3400,5000,2021-06-01,132,,,,359.0
849,8000,2021-04-03,40,,,,88.0
1272,9500,2021-03-20,74,,,,138.0
2516,3000,2020-05-28,134,,,,264.0
6237,47000,2021-10-19,135,False,6.0,358.0,
1454,5500,2020-11-13,133,,,,157.0
394,4000,2021-06-10,107,,,,39.0
5301,9600,2020-10-30,149,False,6.0,1871.0,
5113,9750,2020-11-07,83,False,3.0,40.0,
5725,12600,2020-06-27,80,False,2.0,37.0,
5841,19000,2021-08-23,45,False,2.0,39.0,
6117,40800,2020-12-18,140,False,3.0,25076.0,
3680,24300,2021-08-21,109,False,5.0,1887.0,
5182,49800,2020-11-27,85,False,6.0,7344.0,
1095,5000,2020-11-14,148,,,,121.0
5968,31050,2020-12-17,44,False,6.0,14593.0,
5176,50600,2021-05-24,85,True,6.0,7342.0,
3127,7000,2021-04-13,140,,,,331.0
